year,country,no,name,position,side,height,weight,birth,club,age,cohort,bmi
2003,CZE,21,reichel robert ,F,L,178,84,1971-06-25,toronto maple leafs ,31.8494182067077,1971,26.5118040651433
2003,CZE,23,hejduk milan ,F,R,180,84,1976-02-14,colorado avalanche ,27.2087611225188,1976,25.9259259259259
2003,CZE,24,hudler jiri ,F,L,177,72,1984-01-04,ak bars kazan ,19.3210130047912,1984,22.98190175237
2003,CZE,27,hlavac jan ,F,L,183,83,1976-09-20,carolina hurricanes ,26.6091718001369,1976,24.7842575173938
2003,CZE,28,straka martin ,F,L,178,82,1972-09-03,pittsburgh penguins ,30.6557152635181,1972,25.8805706350208
2003,CZE,63,vasicek josef ,F,L,194,90,1980-09-12,carolina hurricanes ,22.6310746064339,1980,23.9132745243915
2003,CZE,8,sup michal ,F,L,179,78,1973-09-24,slavia praha ,29.5989048596851,1973,24.3438094940857
2003,CZE,9,vyborny david ,F,L,178,85,1975-01-22,columbus blue jackets ,28.2710472279261,1975,26.8274207802045
2003,CZE,91,duda radek ,F,L,185,89,1979-01-28,slavia praha ,24.2546201232033,1979,26.0043827611395
2003,CZE,96,balastik jaroslav ,F,L,189,90,1979-11-28,hpk hameenlinna ,23.4223134839151,1979,25.1952632905014
2003,CZE,29,vokoun tomas ,G,R,183,83,1976-07-02,nashville predators ,26.8281998631075,1976,24.7842575173938
2003,CZE,35,trvaj jiri ,G,L,182,75,1974-04-13,hc vitkovice ,29.0485968514716,1974,22.6421929718633
2003,CZE,45,malek roman ,G,L,180,73,1977-09-25,slavia praha ,25.596167008898,1977,22.5308641975309
2003,DEN,16,jensen dan ,D,R,184,90,1969-01-16,herning ik ,34.2861054072553,1969,26.5831758034026
2003,DEN,23,akesson frederik ,D,L,192,94,1966-08-27,aalborg ik ,36.6762491444216,1966,25.4991319444444
2003,DEN,25,andreasen andreas ,D,L,184,96,1976-03-01,esbjerg ik ,27.1649555099247,1976,28.3553875236295
2003,DEN,3,duus jesper ,D,L,188,90,1967-11-24,herlev ik ,35.4332648870637,1967,25.4640108646446
2003,DEN,5,nielsen daniel ,D,R,180,74,1980-10-31,herning ik ,22.4969199178645,1980,22.8395061728395
2003,DEN,6,johnsen thomas ,D,L,185,90,1979-04-11,if troja/ljungby ,24.0547570157426,1979,26.2965668371074
2003,DEN,7,damgaard jesper ,D,R,188,95,1975-05-06,modo ornskoldsvik ,27.9863107460643,1975,26.8786781349027
2003,DEN,10,nordby-andersen bo ,F,L,180,85,1979-03-22,aalborg ik ,24.1095140314853,1979,26.2345679012346
2003,DEN,11,degn lasse ,F,L,181,80,1977-10-07,rungsted ik ,25.5633127994524,1977,24.4192790207869
2003,DEN,12,true mads ,F,L,185,87,1972-04-17,odense ik ,31.0362765229295,1972,25.4200146092038
2003,DEN,13,larsen ronny ,F,R,180,88,1971-12-31,aalborg ik ,31.3319644079398,1971,27.1604938271605
2003,DEN,14,molgaard lars ,F,R,189,86,1974-07-09,fredrikshavn ik ,28.8104038329911,1974,24.0754738109235
2003,DEN,15,nielsen frans ,F,L,182,78,1984-04-24,mif redhawks malmo ,19.0171115674196,1984,23.5478806907378
2003,DEN,17,monberg nicolas ,F,L,187,91,1980-09-22,rungsted ik ,22.6036960985626,1980,26.023048986245
2003,DEN,19,staal kim ,F,R,184,90,1978-03-10,modo ornskoldsvik ,25.1416837782341,1978,26.5831758034026
2003,DEN,22,grey mike ,F,L,184,86,1975-04-28,fredrikshavn ik ,28.0082135523614,1975,25.4017013232514
2003,DEN,24,true soren ,F,L,188,94,1968-02-09,herlev ik ,35.2224503764545,1968,26.5957446808511
2003,DEN,27,nielsen jens ,F,L,178,83,1969-10-23,leksands if ,33.5195071868583,1969,26.1961873500821
2003,DEN,29,green morten ,F,L,180,82,1981-03-19,modo ornskoldsvik ,22.1163586584531,1981,25.3086419753086
2003,DEN,8,dresler thor ,F,L,188,96,1979-03-10,if troja/ljungby ,24.1423682409309,1979,27.1616115889543
2003,DEN,30,madsen michael ,G,L,177,88,1980-11-21,rungsted ik ,22.4394250513347,1980,28.0889910306745
2003,DEN,31,hirsch peter ,G,R,183,76,1979-03-06,modo ornskoldsvik ,24.1533196440794,1979,22.6940189315895
2003,DEN,90,jensen jan ,G,L,192,100,1971-08-19,esbjerg ik ,31.6988364134155,1971,27.1267361111111
2003,FIN,2,kiprusoff marko ,D,R,184,89,1972-06-06,kloten flyers ,30.8993839835729,1972,26.2878071833648
2003,FIN,3,nummelin petteri ,D,L,178,83,1972-11-25,hc lugano ,30.4284736481862,1972,26.1961873500821
2003,FIN,4,timonen kimmo ,D,L,178,88,1975-03-18,nashville predators ,28.1204654346338,1975,27.7742709253882
2003,FIN,44,niinimaa janne ,D,L,186,99,1975-05-22,new york islanders ,27.9425051334702,1975,28.6160249739854
2003,FIN,6,vaananen ossi ,D,L,191,94,1980-08-18,phoenix coyotes ,22.6995208761123,1980,25.7668375318659
2003,FIN,7,berg aki-petteri ,D,L,193,97,1977-07-28,toronto maple leafs ,25.7577002053388,1977,26.0409675427528
2003,FIN,9,lydman toni ,D,L,185,90,1977-09-25,calgary flames ,25.596167008898,1977,26.2965668371074
2003,FIN,10,pirnes esa ,F,L,184,86,1977-04-01,tappara tampere ,26.0807665982204,1977,25.4017013232514
2003,FIN,11,koivu saku ,F,L,179,82,1974-11-23,montreal canadiens ,28.435318275154,1974,25.5922099809619
2003,FIN,12,jokinen olli ,F,L,188,90,1978-12-05,florida panthers ,24.4024640657084,1978,25.4640108646446
2003,FIN,14,hagman niklas ,F,L,184,90,1979-12-05,florida panthers ,23.4031485284052,1979,26.5831758034026
2003,FIN,16,peltonen ville ,F,L,180,84,1973-05-24,jokerit helsinki ,29.9356605065024,1973,25.9259259259259
2003,FIN,17,kallio tomi ,F,L,184,85,1977-01-27,frolunda goteborg ,26.2559890485969,1977,25.1063327032136
2003,FIN,18,virta tony ,F,L,178,86,1972-06-28,sodertalje sk ,30.839151266256,1972,27.1430374952657
2003,FIN,20,miettinen antti ,F,R,182,84,1980-07-03,hpk hameenlinna ,22.8254620123203,1980,25.3592561284869
2003,FIN,22,eloranta mikko ,F,L,183,86,1972-08-24,los angeles kings ,30.6830937713895,1972,25.680074054167
2003,FIN,23,santala tommi ,F,R,190,95,1979-06-27,hpk hameenlinna ,23.8439425051335,1979,26.3157894736842
2003,FIN,29,pirjeta lasse ,F,L,192,103,1974-04-04,columbus blue jackets ,29.0732375085558,1974,27.9405381944444
2003,FIN,32,rintanen kimmo ,F,L,181,88,1973-08-07,kloten flyers ,29.7303216974675,1973,26.8612069228656
2003,FIN,36,ylonen juha ,F,L,184,84,1972-02-13,blues espoo ,31.211498973306,1972,24.8109640831758
2003,FIN,5,helenius sami ,F,,199,104,1974-01-22,chicago blackhawks ,29.2703627652293,1974,26.2619630817404
2003,FIN,8,selanne teemu ,F,R,183,93,1970-07-03,san jose sharks ,32.8268309377139,1970,27.7703126399713
2003,FIN,30,hurme jani ,G,L,183,85,1975-01-07,florida panthers ,28.3121149897331,1975,25.3814685419093
2003,FIN,31,nurminen pasi ,G,L,178,88,1975-12-17,atlanta thrashers ,27.3702943189596,1975,27.7742709253882
2003,FIN,34,lehtonen kari ,G,L,191,88,1983-11-16,jokerit helsinki ,19.4551676933607,1983,24.1221457745128
2003,GER,10,ehrhoff christian ,D,L,188,88,1982-07-06,krefeld penguine ,20.8186173853525,1982,24.8981439565414
2003,GER,12,ludemann mirko ,D,L,180,83,1973-12-15,kolner haie ,29.3744010951403,1973,25.6172839506173
2003,GER,2,molling jochen ,D,L,186,100,1973-08-09,hamburg freezers ,29.7248459958932,1973,28.9050757312984
2003,GER,31,renz andreas ,D,L,183,93,1977-06-12,kolner haie ,25.8836413415469,1977,27.7703126399713
2003,GER,41,kunce daniel ,D,L,186,93,1971-07-17,krefeld penguine ,31.7891854893908,1971,26.8817204301075
2003,GER,58,kopitz lasse ,D,L,188,88,1980-05-21,iserlohner roosters ,22.943189596167,1980,24.8981439565414
2003,GER,7,goc sascha ,D,R,188,103,1979-04-14,adler mannheim ,24.0465434633812,1979,29.1421457673155
2003,GER,76,retzer stephan ,D,L,182,88,1976-10-11,kassel huskies ,26.5516769336071,1976,26.5668397536529
2003,GER,83,benda jan ,D,R,190,100,1972-04-28,ak bars kazan ,31.006160164271,1972,27.7008310249307
2003,GER,11,felski sven ,F,L,180,78,1974-11-18,eisbaren berlin ,28.4490075290897,1974,24.0740740740741
2003,GER,22,reichel martin ,F,L,187,88,1973-11-07,nurnberg ice tigers ,29.4784394250513,1973,25.1651462724127
2003,GER,26,kreutzer daniel ,F,L,176,88,1979-10-23,dusseldorf metro stars ,23.5208761122519,1979,28.4090909090909
2003,GER,27,abstreiter tobias ,F,L,178,83,1970-07-06,kassel huskies ,32.8186173853525,1970,26.1961873500821
2003,GER,32,martinec tomas ,F,L,182,86,1976-03-05,adler mannheim ,27.1540041067762,1976,25.9630479410699
2003,GER,34,lewandowski eduard ,F,L,186,93,1980-05-03,kolner haie ,22.9924709103354,1980,26.8817204301075
2003,GER,37,boos tino ,F,R,180,84,1975-04-10,kolner haie ,28.0574948665298,1975,25.9259259259259
2003,GER,44,soccio leonard ,F,L,180,85,1967-05-28,hannover scorpions ,35.9260780287474,1967,26.2345679012346
2003,GER,49,kathan klaus ,F,R,182,85,1977-01-07,adler mannheim ,26.3107460643395,1977,25.6611520347784
2003,GER,55,blank boris ,F,L,184,92,1978-07-10,eisbaren berlin ,24.807665982204,1978,27.1739130434783
2003,GER,57,goc marcel ,F,L,183,91,1983-08-24,adler mannheim ,19.6851471594798,1983,27.1731016154558
2003,GER,61,hommel christian ,F,L,180,85,1981-01-23,iserlohner roosters ,22.2669404517454,1981,26.2345679012346
2003,GER,75,morczinietz andreas ,F,L,183,79,1978-03-11,kolner haie ,25.138945927447,1978,23.5898354683627
2003,GER,1,jonas oliver ,G,L,184,80,1979-05-14,eisbaren berlin ,23.9644079397673,1979,23.6294896030246
2003,GER,21,jung alexander ,G,L,185,78,1978-08-01,dusseldorf metro stars ,24.7474332648871,1978,22.7903579254931
2003,GER,80,muller robert ,G,R,172,82,1980-06-25,krefeld pinguine ,22.8473648186174,1980,27.7176852352623
2003,JPN,11,kawaguchi yutaka ,D,R,174,77,1973-04-05,kokudo yokohama ,30.0698151950719,1973,25.4326859558726
2003,JPN,28,daikawa daniel ,D,R,180,85,1971-07-30,seibu nishitokyo ,31.7535934291581,1971,26.2345679012346
2003,JPN,3,ito kengo ,D,R,181,81,1978-12-04,cranes kushiro ,24.4052019164955,1978,24.7245200085467
2003,JPN,5,miyauchi fumitaka ,D,L,181,83,1972-11-06,kokudo yokohama ,30.4804928131417,1972,25.3350019840664
2003,JPN,51,yamazaki koichi ,D,L,177,75,1976-05-01,seibu nishitokyo ,26.9979466119097,1976,23.9394809920521
2003,JPN,6,kawashima makoto ,D,L,178,78,1979-05-02,oji tomakomai ,23.9972621492129,1979,24.6181037747759
2003,JPN,7,oshiro joel ,D,R,179,78,1971-07-28,cranes kushiro ,31.7590691307324,1971,24.3438094940857
2003,JPN,8,sugawara nobuhiro ,D,R,180,82,1975-04-09,oji tomakomai ,28.0602327173169,1975,25.3086419753086
2003,JPN,12,uchiyama tomohiko ,F,L,173,73,1979-10-13,kokudo yokohama ,23.5482546201232,1979,24.3910588392529
2003,JPN,13,kon yosuke ,F,L,180,81,1978-09-21,seibu nishitokyo ,24.6078028747433,1978,25
2003,JPN,15,obara daisuke ,F,L,176,74,1981-06-04,waseda univ. tokyo ,21.9055441478439,1981,23.8894628099174
2003,JPN,16,saito tetsuya ,F,R,176,75,1983-12-14,oji tomakomai ,19.378507871321,1983,24.2122933884298
2003,JPN,18,suzuki takahito ,F,R,173,75,1975-08-17,charlotte checkers ,27.7043121149897,1975,25.0593070266297
2003,JPN,19,saito takeshi ,F,R,176,85,1981-03-08,oji tomakomai ,22.1464750171116,1981,27.4405991735537
2003,JPN,22,kobayashi tomohito ,F,L,172,74,1974-04-28,seibu nishitokyo ,29.0075290896646,1974,25.013520822066
2003,JPN,24,sakurai kunihiko ,F,R,182,77,1972-04-11,oji tomakomai ,31.0527036276523,1972,23.2459847844463
2003,JPN,47,kabayama yoshikazu ,F,L,170,78,1965-11-18,seibu nishitokyo ,37.4483230663929,1965,26.9896193771626
2003,JPN,71,kuwabara ryan ,F,R,185,91,1972-03-23,belfast giants ,31.1047227926078,1972,26.5887509130752
2003,JPN,73,sasaki keiji ,F,L,172,72,1977-12-18,kokudo yokohama ,25.3661875427789,1977,24.3374797187669
2003,JPN,75,yule chris ,F,L,175,72,1975-03-29,kokudo yokohama ,28.0903490759754,1975,23.5102040816327
2003,JPN,81,ito masatoshi ,F,R,175,72,1978-07-14,cranes kushiro ,24.7967145790554,1978,23.5102040816327
2003,JPN,87,masuko shuji ,F,R,175,89,1978-07-08,kokudo yokohama ,24.8131416837782,1978,29.0612244897959
2003,JPN,27,nihei jiro igor ,G,R,173,76,1971-03-09,kokudo yokohama ,32.145106091718,1971,25.3934311203181
2003,JPN,39,kikuchi naoya ,G,L,180,77,1975-08-23,seibu nishitokyo ,27.6878850102669,1975,23.7654320987654
2003,JPN,61,haruna masahito ,G,L,184,76,1973-07-16,bucks nikko ,29.7905544147844,1973,22.4480151228733
2003,LAT,2,lavins rodrigo ,D,L,180,80,1974-08-03,dynamo moskva ,28.7419575633128,1974,24.6913580246914
2003,LAT,22,sorokins olegs ,D,L,178,80,1974-01-04,assat pori ,29.3196440793977,1974,25.2493372048984
2003,LAT,23,tribuncovs atvars ,D,L,190,89,1976-10-14,salavat yulaev ufa ,26.5434633812457,1976,24.6537396121884
2003,LAT,25,redlihs krisjanis ,D,L,189,86,1981-01-15,albany river rats ,22.2888432580424,1981,24.0754738109235
2003,LAT,3,rekis arvids ,D,L,182,95,1979-01-01,peoria rivermen ,24.3285420944559,1979,28.6801110976935
2003,LAT,6,feldmanis vents ,D,L,176,79,1977-03-07,liepajas metalurgs ,26.1492128678987,1977,25.5036157024793
2003,LAT,7,skrastins karlis ,D,L,188,85,1974-07-09,nashville predators ,28.8104038329911,1974,24.0493435943866
2003,LAT,11,cubars sergejs ,F,L,180,80,1976-04-23,herlev ik ,27.0198494182067,1976,24.6913580246914
2003,LAT,13,pantelejevs gregorijs ,F,L,175,83,1972-11-13,pelicans lahti ,30.4613278576318,1972,27.1020408163265
2003,LAT,14,tambijevs leonids ,F,R,177,80,1970-09-26,torpedo nizhni novgorod ,32.5941136208077,1970,25.5354463915222
2003,LAT,16,sirokovs aleksejs ,F,R,182,85,1981-02-20,liepajas metalurgs ,22.1902806297057,1981,25.6611520347784
2003,LAT,17,nizivijs aleksandrs ,F,R,175,75,1976-09-16,molot-prikamie perm ,26.6201232032854,1976,24.4897959183673
2003,LAT,21,kercs aleksandrs ,F,R,176,83,1967-03-16,ska st. petersburg ,36.1259411362081,1967,26.7949380165289
2003,LAT,24,romanovskis vadims ,F,L,180,79,1978-07-30,hk riga 2000 ,24.7529089664613,1978,24.3827160493827
2003,LAT,27,semjonovs aleksandrs ,F,L,179,80,1972-06-08,aalborg ik ,30.8939082819986,1972,24.9680097375238
2003,LAT,29,cipruss aigars ,F,L,175,78,1972-01-12,saipa lappeenranta ,31.2991101984942,1972,25.469387755102
2003,LAT,5,sprukts janis ,F,L,190,108,1982-01-31,acadie-bathurst titan ,21.2457221081451,1982,29.9168975069252
2003,LAT,8,fanduls vjaceslavs ,F,L,179,79,1969-03-17,assat pori ,34.1218343600274,1969,24.6559096158047
2003,LAT,81,macijevskis aleksandrs ,F,L,176,78,1975-06-26,odense ik ,27.8466803559206,1975,25.1807851239669
2003,LAT,9,ankipans girts ,F,L,185,88,1975-11-29,landshut cannibals ,27.419575633128,1975,25.7121986851717
2003,LAT,1,irbe arturs ,G,L,175,82,1967-02-02,carolina hurricanes ,36.2409308692676,1967,26.7755102040816
2003,LAT,30,naumovs sergejs ,G,L,179,79,1969-04-04,ska st. petersburg ,34.072553045859,1969,24.6559096158047
2003,LAT,32,masalskis edgars ,G,L,180,79,1980-03-31,morrum gois ,23.0828199863107,1980,24.3827160493827
2003,SLO,17,golicic jurij ,D,L,184,87,1981-04-06,hdd olimpija ljubljana ,22.0670773442847,1981,25.6970699432892
2003,SLO,2,zajc bojan ,D,R,185,92,1965-11-07,hk olimpija ljubljana ,37.4784394250513,1965,26.8809349890431
2003,SLO,23,dervaric damjan ,D,L,182,90,1982-02-06,hk olimpija ljubljana ,21.2292950034223,1982,27.170631566236
2003,SLO,25,beslagic elvis ,D,L,180,89,1973-07-04,erc selb ,29.82340862423,1973,27.4691358024691
2003,SLO,27,rebolj miha ,D,L,184,95,1977-09-22,hk acroni jesenice ,25.6043805612594,1977,28.0600189035917
2003,SLO,3,ciglenecki robert ,D,R,194,98,1974-07-17,hk olimpija ljubljana ,28.788501026694,1974,26.0388989265597
2003,SLO,4,brodnik andrej ,D,R,188,90,1970-05-04,hk olimpija ljubljana ,32.9911019849418,1970,25.4640108646446
2003,SLO,6,krajnc ales ,D,L,181,89,1981-07-29,hc acroni jesenice ,21.7549623545517,1981,27.1664479106254
2003,SLO,10,sivic mitja ,F,L,178,82,1979-10-01,hc tver ,23.5811088295688,1979,25.8805706350208
2003,SLO,12,por gregor ,F,L,179,82,1977-10-03,hc acroni jesenice ,25.574264202601,1977,25.5922099809619
2003,SLO,13,zagar luka ,F,L,181,90,1978-06-25,hk olimpija ljubljana ,24.8487337440109,1978,27.4716888983853
2003,SLO,14,kontrec dejan ,F,L,178,78,1970-01-23,hk olimpija ljubljana ,33.2676249144422,1970,24.6181037747759
2003,SLO,16,pretnar boris ,F,R,176,82,1978-04-08,hc acroni jesenice ,25.0622861054073,1978,26.4721074380165
2003,SLO,18,poloncic gregor ,F,L,187,88,1981-02-05,ocelari trinec ,22.2313483915127,1981,25.1651462724127
2003,SLO,21,avgustincic jaka ,F,R,179,83,1976-10-27,hdd olimpija ljubljana ,26.507871321013,1976,25.9043101026809
2003,SLO,22,rodman marcel ,F,R,185,89,1981-09-25,ec graz ,21.596167008898,1981,26.0043827611395
2003,SLO,24,vnuk tomaz ,F,R,177,82,1970-04-11,ec feldkirch ,33.0540725530459,1970,26.1738325513103
2003,SLO,29,terlikar anze ,F,L,184,87,1980-11-30,hc acroni jesenice ,22.4147843942505,1980,25.6970699432892
2003,SLO,33,jan ivo ,F,R,180,82,1975-04-03,hk olimpija ljubljana ,28.0766598220397,1975,25.3086419753086
2003,SLO,34,rozic peter ,F,L,183,90,1974-02-17,hk olimpija ljubljana ,29.1991786447639,1974,26.8744961031981
2003,SLO,8,terglav edo ,F,L,184,90,1980-01-24,hk olimpija ljubljana ,23.2662559890486,1980,26.5831758034026
2003,SLO,9,razingar tomaz ,F,L,185,90,1979-04-25,hk acroni jesenice ,24.0164271047228,1979,26.2965668371074
2003,SLO,20,kristan robert ,G,L,182,83,1983-04-04,hdd olimpija ljubljana ,20.0739219712526,1983,25.0573602221954
2003,SLO,28,mohoric klemen ,G,L,181,81,1975-05-25,hc keramin-minsk ,27.9342915811088,1975,24.7245200085467
2003,SLO,30,glavic gaber ,G,L,182,83,1978-03-11,hk acroni jesenice ,25.138945927447,1978,25.0573602221954
2003,SUI,10,blindenbacher severin ,D,R,179,85,1983-03-15,kloten flyers ,20.1286789869952,1983,26.528510346119
2003,SUI,11,steinegger martin ,D,L,187,90,1972-02-15,sc bern ,31.2060232717317,1972,25.7370814149675
2003,SUI,13,bezina goran ,D,L,189,100,1980-03-21,springfield falcons ,23.1101984941821,1980,27.994736989446
2003,SUI,22,keller olivier ,D,L,190,90,1971-03-20,hc lugano ,32.1149897330595,1971,24.9307479224377
2003,SUI,29,forster beat ,D,L,185,95,1983-02-02,hc davos ,20.2409308692676,1983,27.7574872169467
2003,SUI,31,seger mathias ,D,L,181,87,1977-12-17,zsc lions ,25.3689253935661,1977,26.5559659351058
2003,SUI,42,fischer patrick ,D,L,180,85,1978-06-18,ev zug ,24.8678986995209,1978,26.2345679012346
2003,SUI,6,gerber lukas ,D,R,187,88,1982-09-07,fribourg-gotteron ,20.6461327857632,1982,25.1651462724127
2003,SUI,7,streit mark ,D,L,182,90,1977-12-11,zsc lions ,25.3853524982888,1977,27.170631566236
2003,SUI,12,della rossa patric ,F,R,186,90,1975-07-28,zsc lions ,27.7590691307324,1975,26.0145681581686
2003,SUI,16,wichser adrian ,F,L,181,79,1980-03-19,hc lugano ,23.1156741957563,1980,24.1140380330271
2003,SUI,18,cereda luca ,F,R,186,96,1981-09-07,st. johns maple leafs ,21.6454483230664,1981,27.7488727020465
2003,SUI,19,aeschlimann j-j ,F,R,186,86,1967-05-30,hc lugano ,35.9206023271732,1967,24.8583651289166
2003,SUI,21,fischer patrick ,F,L,182,88,1975-09-06,hc davos ,27.6495550992471,1975,26.5668397536529
2003,SUI,23,paterlini thierry ,F,L,183,93,1975-04-27,hc davos ,28.0109514031485,1975,27.7703126399713
2003,SUI,24,bartschi patrik ,F,R,178,88,1984-08-20,kloten flyers ,18.694045174538,1984,27.7742709253882
2003,SUI,27,wirz valentin ,F,L,183,90,1981-09-09,fribourg-gotteron ,21.6399726214921,1981,26.8744961031981
2003,SUI,28,pluss martin ,F,L,174,81,1977-04-05,kloten flyers ,26.0698151950719,1977,26.7538644470868
2003,SUI,30,jenni marcel ,F,L,180,82,1974-03-02,farjestad karlstad ,29.1635865845311,1974,25.3086419753086
2003,SUI,35,jeannin sandy ,F,L,180,83,1976-02-28,hc lugano ,27.170431211499,1976,25.6172839506173
2003,SUI,37,christen bjorn ,F,R,183,90,1980-04-05,hc davos ,23.0691307323751,1980,26.8744961031981
2003,SUI,4,conne flavien ,F,L,177,82,1980-04-01,hc lugano ,23.0800821355236,1980,26.1738325513103
2003,SUI,41,weibel lars ,G,L,186,84,1974-05-20,hc davos ,28.9472963723477,1974,24.2802636142907
2003,SUI,44,buhrer marco ,G,L,179,84,1979-10-09,sc bern ,23.5592060232717,1979,26.2164102244
2003,SUI,49,stephan tobias ,G,L,191,84,1984-01-21,kloten flyers ,19.27446954141,1984,23.025684602944
2003,SVK,11,milo dusan ,D,L,176,84,1973-03-05,modo hockey ,30.154688569473,1973,27.1177685950413
2003,SVK,17,visnovsky lubomir ,D,L,178,84,1976-08-11,los angeles kings ,26.7186858316222,1976,26.5118040651433
2003,SVK,23,majesky ivan ,D,R,194,105,1976-09-02,florida panthers ,26.6584531143053,1976,27.8988202784568
2003,SVK,41,lintner richard ,D,R,190,96,1977-11-15,pittsburgh penguins ,25.4565366187543,1977,26.5927977839335
2003,SVK,6,suchy radoslav ,D,L,188,88,1976-04-07,phoenix coyotes ,27.0636550308008,1976,24.8981439565414
2003,SVK,67,svehla robert ,D,R,180,94,1969-01-02,toronto maple leafs ,34.3244353182752,1969,29.0123456790123
2003,SVK,7,strbak martin ,D,L,191,96,1975-01-15,hpk hameenlinna ,28.290212183436,1975,26.3150681176503
2003,SVK,74,cierny ladislav ,D,L,184,83,1974-11-03,lada togliatti ,28.4900752908966,1974,24.515595463138
2003,SVK,12,bondra peter ,F,L,183,95,1968-02-07,washington capitals ,35.2279260780287,1968,28.3675236644868
